,tahun,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_pendidikan,jml_kelompok_pendidikan
642,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TK,0
643,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PAUD,0
644,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,SD,0
645,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,SLTP,0
646,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,SLTA,0
647,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PERGURUAN TINGGI,0
649,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK SEKOLAH,0
650,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,TK,0
651,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,PAUD,0
652,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,SD,0
653,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,SLTP,0
654,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,SLTA,0
655,2021,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,PERGURUAN TINGGI,0
657,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK SEKOLAH,0
658,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,TK,0
659,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PAUD,0
660,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,SD,0
661,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,SLTP,0
662,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,SLTA,0
663,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PERGURUAN TINGGI,0
665,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK SEKOLAH,0
666,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,TK,0
667,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PAUD,0
668,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,SD,0
669,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,SLTP,2
670,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,SLTA,0
671,2021,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PERGURUAN TINGGI,0
673,2021,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK SEKOLAH,0
674,2021,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,TK,0
675,2021,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PAUD,0
676,2021,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,SD,2
677,2021,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,SLTP,0
678,2021,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,SLTA,1
679,2021,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0
681,2021,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK SEKOLAH,0
682,2021,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,TK,1
683,2021,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,PAUD,1
684,2021,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,SD,2
685,2021,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,SLTP,0
686,2021,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,SLTA,12
687,2021,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,PERGURUAN TINGGI,4
689,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK SEKOLAH,0
690,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TK,0
691,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PAUD,0
692,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,SD,0
693,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,SLTP,0
694,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,SLTA,0
695,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PERGURUAN TINGGI,0
697,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK SEKOLAH,2
698,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TK,0
699,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PAUD,0
700,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,SD,0
701,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,SLTP,1
702,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,SLTA,0
703,2021,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PERGURUAN TINGGI,1
705,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK SEKOLAH,0
706,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TK,0
707,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PAUD,0
708,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,SD,0
709,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,SLTP,0
710,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,SLTA,0
711,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PERGURUAN TINGGI,0
713,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK SEKOLAH,0
714,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,TK,0
715,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,PAUD,0
716,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,SD,0
717,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,SLTP,2
718,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,SLTA,1
719,2021,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,PERGURUAN TINGGI,0
721,2021,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,TIDAK SEKOLAH,1
722,2021,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,TK,0
723,2021,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,PAUD,0
724,2021,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,SD,1
725,2021,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,SLTP,0
726,2021,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,SLTA,1
727,2021,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,PERGURUAN TINGGI,0
729,2021,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,TIDAK SEKOLAH,0
730,2021,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,TK,0
731,2021,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,PAUD,0
732,2021,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,SD,3
733,2021,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,SLTP,3
734,2021,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,SLTA,12
735,2021,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,PERGURUAN TINGGI,5
737,2021,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK SEKOLAH,0
738,2021,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,TK,0
739,2021,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,PAUD,0
740,2021,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,SD,0
741,2021,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,SLTP,0
742,2021,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,SLTA,0
743,2021,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,PERGURUAN TINGGI,0
745,2021,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,TIDAK SEKOLAH,1
746,2021,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,TK,0
747,2021,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,PAUD,0
748,2021,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,SD,0
749,2021,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,SLTP,1
750,2021,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,SLTA,3
751,2021,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,PERGURUAN TINGGI,1
753,2021,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,TIDAK SEKOLAH,1
754,2021,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,TK,0
755,2021,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,PAUD,0
756,2021,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,SD,0
757,2021,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,SLTP,1
758,2021,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,SLTA,1
759,2021,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,PERGURUAN TINGGI,1
761,2021,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,TIDAK SEKOLAH,4
762,2021,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,TK,2
763,2021,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,PAUD,0
764,2021,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,SD,4
765,2021,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,SLTP,6
766,2021,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,SLTA,19
767,2021,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,PERGURUAN TINGGI,12
769,2021,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,TIDAK SEKOLAH,0
770,2021,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,TK,0
771,2021,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,PAUD,0
772,2021,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,SD,0
773,2021,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,SLTP,0
774,2021,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,SLTA,0
775,2021,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,PERGURUAN TINGGI,0
777,2021,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,TIDAK SEKOLAH,0
778,2021,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,TK,0
779,2021,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,PAUD,0
780,2021,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,SD,0
781,2021,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,SLTP,0
782,2021,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,SLTA,0
783,2021,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,PERGURUAN TINGGI,0
785,2021,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,TIDAK SEKOLAH,0
786,2021,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,TK,0
787,2021,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,PAUD,0
788,2021,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,SD,0
789,2021,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,SLTP,0
790,2021,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,SLTA,0
791,2021,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0
793,2021,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,TIDAK SEKOLAH,0
794,2021,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,TK,0
795,2021,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,PAUD,0
796,2021,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,SD,0
797,2021,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,SLTP,0
798,2021,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,SLTA,0
799,2021,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,PERGURUAN TINGGI,0
801,2021,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,TIDAK SEKOLAH,0
802,2021,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,TK,0
803,2021,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,PAUD,0
804,2021,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,SD,4
805,2021,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,SLTP,2
806,2021,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,SLTA,0
807,2021,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,PERGURUAN TINGGI,0
809,2021,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,TIDAK SEKOLAH,0
810,2021,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,TK,0
811,2021,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,PAUD,0
812,2021,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,SD,12
813,2021,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,SLTP,11
814,2021,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,SLTA,28
815,2021,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,PERGURUAN TINGGI,21
817,2021,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,TIDAK SEKOLAH,0
818,2021,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,TK,0
819,2021,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,PAUD,0
820,2021,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,SD,0
821,2021,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,SLTP,0
822,2021,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,SLTA,0
823,2021,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,PERGURUAN TINGGI,0
825,2021,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,TIDAK SEKOLAH,0
826,2021,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,TK,0
827,2021,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,PAUD,0
828,2021,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,SD,0
829,2021,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,SLTP,0
830,2021,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,SLTA,0
831,2021,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,PERGURUAN TINGGI,0
833,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK SEKOLAH,0
834,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,TK,0
835,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,PAUD,0
836,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,SD,0
837,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,SLTP,0
838,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,SLTA,0
839,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,PERGURUAN TINGGI,0
841,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK SEKOLAH,0
842,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,TK,0
843,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,PAUD,0
844,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,SD,1
845,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,SLTP,0
846,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,SLTA,0
847,2021,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,PERGURUAN TINGGI,0
849,2021,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,TIDAK SEKOLAH,0
850,2021,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,TK,0
851,2021,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,PAUD,0
852,2021,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,SD,0
853,2021,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,SLTP,0
854,2021,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,SLTA,0
855,2021,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,PERGURUAN TINGGI,0
857,2021,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,TIDAK SEKOLAH,0
858,2021,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,TK,0
859,2021,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,PAUD,0
860,2021,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,SD,0
861,2021,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,SLTP,0
862,2021,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,SLTA,0
863,2021,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,PERGURUAN TINGGI,0
